Station_ID,City,Install_Date,Charger_Type,Daily_Avg_Utilization_Hrs,Avg_Charging_Rate_INR,Electricity_Cost_INR,Total_Energy_Dispensed_kWh,Maintenance_Incidents,Total_Maintenance_Cost_INR,Operational_Status,Install_Cost_INR
EV-0033,Hyderabad,05-04-2023,DCFC,7.674995651907925,18.34780646277608,9.498195286915148,48183.07811083725,2,9595.06792112971,Active,1440820.4914302954
EV-0034,Hyderabad,2023/08/27,L2,36.674124281911226,16.06520776202147,7.869693408650888,63612.31379332208,10,12123.568774570198,Active,193554.1369212293
EV-0035,Madurai,12-10-2022,L2,9.030169661759645,17.0888918164435,7.719895475820029,59943.05645156946,4,13691.475117699156,Active,218147.42278175865
EV-0036,Madurai,2022/01/07,DCFC,0.7896303562941496,20.51600389449009,9.622637538035416,51133.99234176405,2,17469.273044669764,Active,1702259.7010733415
EV-0037,Madurai,2024/02/17,L2,7.098271167050864,18.732876481326787,8.717793495123813,51553.39913359137,2,15642.193524806169,Offline,274786.9968856441
EV-0038,Bangalore,13-06-2022,L2,10.073310656782137,18.297922446236154,7.464578122666651,27802.27279343042,3,15882.018910360606,Active,213203.563161841
EV-0039,Hyderabad,2023/12/16,L2,3.1553162719744186,19.126099419826293,8.164607845308156,24649.84174896595,3,23896.76562880489,Active,283864.8807490746
EV-0040,Hyderabad,2023/03/09,L2,7.878898175531059,18.42468011294912,7.958262867623521,47347.66586339743,3,19304.146701574595,Active,167698.0812486593
EV-0041,Chennai,2022/12/15,L2,5.908394536172385,21.591424595318436,9.448350856929277,40500.72221980784,0,18864.023318186504,Active,256302.7078215143
EV-0042,Bangalore,2022/10/12,DCFC,16.876307389122722,17.0017134706128,7.832575798316407,58791.185515105455,2,8901.285404266226,Active,1416421.9217436193
EV-0043,Kochi,09-06-2022,L2,7.510642987533631,16.772081766329574,6.55794045814179,52957.69615708439,4,11240.972012546785,Under Maintenance,165200.32261988954
EV-0044,Bangalore,2022/08/09,l2,4.289961363601984,15.733092963862688,6.122775893194705,38408.384097584305,2,7014.88002112562,Active,207999.68352030058
EV-0045,Kochi,2024/02/21,L2,5.997871304273451,17.42002472854862,9.475161347406688,52447.97689244536,4,11154.735960771928,Active,282032.34367283515
EV-0046,Chennai,2022/12/11,L2,6.145760809880942,16.31604905066769,7.211385302237369,43726.50821667616,2,18974.33356344055,Offline,297080.08069329604
EV-0047,Coimbatore,15-04-2022,,6.192054462974877,18.93615101730545,8.67021165563331,80999.02067021045,1,13035.857230411872,Under Maintenance,1468421.0867951233
EV-0048,Hyderabad,2022/04/05,L2,9.298157361938157,18.541894731050288,8.071763430715052,55793.63448444436,2,20362.207975799618,Active,282962.45817095623
EV-0049,Chennai,25-01-2023,L2,4.393450196524425,16.341848999864048,7.583345212121743,26590.89519450607,2,18465.67601031414,Offline,226448.16243628174
EV-0050,Hyderabad,2022/04/10,DCFC,9.00762827415296,19.678278718055946,7.740152582996874,77307.72650329373,4,15252.263866860158,Active,1286551.9614466864
EV-0051,Madurai,2023/01/03,L2,5.7443758101962,21.533625734259747,9.583377881529533,40502.76494064125,2,20480.232047101577,Under Maintenance,156805.71334107348
EV-0052,Coimbatore,2022/12/19,L2,7.058777765822912,19.215676697342047,6.551936571356875,35378.945138297466,3,21822.080048849086,Active,233596.7957976035
EV-0053,Coimbatore,11-09-2023,L2,6.6809439657025855,13.413003634089053,7.613544769244075,82155.29978815281,0,17271.93635212889,Active,160524.29043164855
EV-0054,Chennai,28-09-2022,L2,6.445486654795413,22.47426194134021,8.906565760683701,55187.549866933456,2,16149.835568110648,Active,190292.6935640699
EV-0055,Coimbatore,14-02-2022,L2,,19.99384693814212,6.716854991553744,60511.490108082275,1,18166.844046374812,Active,235022.1488803018
EV-0056,Kochi,2024/01/18,L2,10.143396395677552,22.4128365063769,9.317282807777584,60995.90173808226,5,7967.066563137953,Active,271074.56496325205
EV-0057,Coimbatore,2023/04/16,dcfc,8.606124812265362,20.68144717229967,8.892249715753625,46910.15425643295,4,14412.142681619674,Active,1516191.7309958567
EV-0058,Hyderabad,04-07-2023,L2,5.593210776050175,21.081030837741118,8.271795685132338,41413.920947205195,6,14880.047451418037,Active,290428.7311672815
EV-0059, BANGALORE ,2022/05/08,L2,10.456968135305228,18.91053378720217,7.496843095725732,43861.1381759339,3,-3519.3608098040895,Active,271549.87613637536
EV-0060,Hyderabad,2023/01/23,L2,7.186702684982132,17.975407975620335,6.588433844816043,74132.99418866051,11,11052.52102634322,Active,173436.0219157654
EV-0061,Madurai ,2022/03/22,L2,7.394060648309736,19.24696237546432,8.70704589413407,53056.813298102126,1,19990.226108179886,Active,208343.7728441906
EV-0062,Madurai ,2023/07/20,,4.406702301671521,17.082429839506922,10.748644934483888,69693.72559574204,1,15850.29095771958,Active,1718656.577113262
EV-0063,Bangalore,28-10-2022,,5.25625335398715,19.367761701800465,8.145892535916857,48853.32309157252,2,16304.953660962046,Offline,290760.9047413935
EV-0064,Madurai,2023/10/06,L2,4.778741230182061,13.246427485298579,6.173954589268099,38669.246339843834,4,22122.900356333135,Active,298157.38031170063
EV-0065,Chennai,2023/09/26,DCFC,12.087327892471537,18.585864490428825,8.457516490126748,28366.752891979184,4,21035.037335573445,Active,1554268.0129571857
EV-0066,Hyderabad,2023/01/06,L2,8.096957698620523,21.189352240204265,8.860262971401195,59720.047777310596,2,-2470.1210777063366,Active,236065.3958369046
EV-0067,Coimbatore,2023/08/15,L2,7.418080748555534,18.68861715785793,7.082147568104062,75411.4711761796,2,21806.465622196163,Active,263491.4534606988
EV-0068,Hyderabad,2022/07/16,L2,10.470110390173954,21.954965476061975,7.354488073910604,36710.40487630249,3,7546.303101422322,Under Maintenance,190985.46291959216
EV-0069,Coimbatore,2023/12/23,L2,4.2806049869719125,17.97250922430279,7.2526217712537075,57700.588529570305,1,15255.95559989949,Under Maintenance,192540.4540889449
EV-0070,Madurai,2022/03/13,,6.7871726088472055,20.505301825975657,7.468636133136311,29365.76426478874,0,11311.787832712926,Active,1296224.0790631159
EV-0071,Madurai,16-02-2022,L2,3.2926516767542635,16.743459852653267,7.827836885721954,41664.54984407163,1,16463.395594109177,Active,280775.3364599866
EV-0072,chennai,2023/11/09,L2,4.195322570991845,20.423913239110757,7.139098891506497,54019.05178061821,3,17859.824673607203,Active,295471.42337645305
EV-0073,Coimbatore,2022/08/22,l2,9.661445943346159,18.965189816455634,6.764162258647775,24075.58871494397,7,18137.95366142023,Active,201200.19012468273
EV-0074,Hyderabad,02-03-2024,DCFC,5.342087833821336,18.060499008314544,8.174375385675017,49729.651209059266,4,20131.195409492386,Active,1670618.3672646997
EV-0075,Madurai,2022/10/24,L2,4.491590509849322,13.352235769871161,7.8173379601363,37449.492898742814,6,13737.363365945672,Active,277729.6207931241
EV-0076,Kochi,23-03-2022,DCFC,1.175057811042632,17.9912464483889,7.563758229883184,59071.388386074104,5,14048.893589313591,Active,1592125.2880239203
EV-0077,Coimbatore,2022/08/27,L2,4.466613380527706,18.926906038559622,8.083189716721515,47518.99036769705,2,17633.011071758847,Active,202138.78233446443
EV-0078,Coimbatore,2022/04/14,DCFC,5.986799314512552,20.157418870439834,6.479824294441556,64091.58529201375,3,-1588.5126164761518,Active,1552051.571847672
EV-0079,Hyderabad,25-01-2023,DCFC,3.1064926005344726,21.621899598198134,8.26320292299676,45806.025698827776,5,8498.480914308228,Active,1563018.580611125
EV-0080,Coimbatore,2022/10/12,DCFC,,22.57006540273182,7.584311799710437,29564.30720255736,5,16570.60587339839,Under Maintenance,1273103.4668126933
EV-0081,Coimbatore,2023/04/10,,9.676577651645559,20.992534686245968,8.23948946811278,27695.59878445602,3,13023.778372859111,Active,1529179.8664117595
EV-0082,Madurai,2023/10/13,L2,4.731736649179169,17.375819349391612,8.399649105418968,21364.85744663046,4,15435.762851921805,Active,277058.7286307543
EV-0083,Hyderabad,09-01-2023,l2,4.141542376575161,17.89039182096452,9.131151278286177,59494.36748914984,3,13216.556733561372,Active,175512.22699009956
EV-0084,Madurai,2022/06/16,L2,3.690246332837267,19.977830942087365,8.102954416988911,88365.96378903491,0,11386.266968538574,Active,205094.0921422752
EV-0085,Madurai,15-01-2023,L2,3.6455897687105,19.539228919695603,9.066718830054327,56528.572057776975,7,9907.383685883886,Active,237900.2591026067
EV-0086,Hyderabad,2022/12/30,L2,7.838943617221073,21.756691918782725,7.67808685886991,,2,14244.879925148574,Active,192499.16079174395
EV-0087,Chennai,03-08-2022,L2,6.621671842207626,23.45877883741982,7.725822486635576,67003.5993618353,5,16792.02895877948,Active,296722.96831260587
EV-0088,Madurai,18-11-2023,L2,8.892142198188935,23.034360390196447,7.909071827176325,42224.959851888714,1,11984.960999631347,Active,189472.53894034936
EV-0089,hydrabad,2022/10/01,L2,11.549594729135638,21.48787639959669,8.774124900678212,68979.73971485939,1,20949.059834334366,Under Maintenance,220444.33209635477
EV-0090,Kochi,2023/12/20,DCFC,1.92402217022713,19.555805297885794,8.630959077022913,42821.37962731227,1,27292.25171500708,Under Maintenance,1769941.5566517208
EV-0091,Coimbatore,2023/12/01,L2,7.450196771104433,21.19865012589169,8.135071879861794,43119.38195692461,3,17065.625604919718,Active,162009.54939903395
EV-0092,Kochi,26-10-2023,DCFC,3.7034516639161006,21.822882027456792,6.772264658395478,46871.11511095535,3,14793.822377266577,Under Maintenance,1476897.4790708018
EV-0093,Coimbatore,15-03-2022,DCFC,8.472248245083627,18.205399205489964,8.613059175766326,47582.02966509305,1,10438.686297876666,Active,1762795.2400361192
EV-0094,Chennai,2023/09/16,DCFC,10.476395995169536,17.43467805498248,7.138595365217029,59920.54194779221,5,25275.435662759846,Active,1339624.920233323
EV-0095,Hyderabad,2023/10/13,L2,6.568306902160433,16.96515799985665,7.08410260620028,39936.69896163792,3,22385.878666841498,Active,285436.9337950154
EV-0096,Hyderabad,25-06-2022,DCFC,3.2920564301754798,16.747230533109395,6.861514910062317,63336.54167874466,7,24742.397050486717,Active,1675866.4050169326
EV-0097,Hyderabad,01-07-2023,dcfc,5.433932437217082,15.736009354813618,7.916831289197964,63121.16124547206,4,21980.77899243345,Active,1557530.182601406
EV-0098,Coimbator,2024/01/17,dcfc,6.724155627770649,18.999803418235455,9.211724298470688,55144.452986667275,3,19216.548141530548,Offline,1508352.7157408644
EV-0099,Chennai,08-09-2022,L2,9.890195367016771,16.500494397823736,7.034639455619786,,3,17050.966850235818,Active,160680.01477117473
EV-0100,Kochi,2022/06/17,L2,4.513598681478614,16.932955631729236,9.678575953174088,69310.88972987463,1,9756.659845598078,Active,283080.6471386838
EV-0101,Kochi,19-04-2023,L2,5.1232710711742175,19.902511118353456,8.909810222453572,66045.93935300696,5,14501.392260849309,Under Maintenance,264873.8320443665
EV-0102,Chennai,2023/01/24,L2,,18.86321813250702,6.5353979367493755,50992.30061814877,2,13920.609312644374,Under Maintenance,179541.17598673372
EV-0103,Chennai,2022/10/04,L2,4.351649290751723,19.35924988126735,7.617224817821679,55276.49206721489,2,14533.979822963733,Active,243070.19598213807
EV-0104,Chennai,2023/10/18,DCFC,16.840733147883565,21.230297523784163,6.959749733009195,57857.11044631631,4,17104.408403798985,Active,1624220.3328203019
EV-0105,hydrabad,2023/12/06,dcfc,11.659110413731849,20.22905981708159,8.664955457735717,50198.62060291408,7,28183.964763272823,Active,1339548.1635667682
EV-0106,Hyderabad,2023/07/25,l2,7.2578074039796086,21.537773162905324,7.011836652329591,44366.45809537294,2,13630.676032964784,Active,220246.03902587196
EV-0107,Bangalore,2022/08/13,DCFC,13.353850361292167,18.659952989556142,6.37888052294382,13914.308856855321,3,19837.271946423753,Active,1522639.5424699206
EV-0108,Madurai ,2023/12/03,L2,4.95944861648348,21.72358118262479,7.674274223262912,60766.481136872346,7,11419.866878944675,Active,226177.51090763422
EV-0109,Chennai,29-11-2022,DCFC,13.454490687625778,19.21947352871492,9.169394073696258,,8,24242.249912057778,Active,1362568.4848993656
EV-0110,Bangalore,26-02-2024,DCFC,8.224335970585651,18.837412522190405,7.807483776157446,32583.21715764746,4,33725.80894541847,Active,1653277.0278589476
EV-0111,Bangalore,2024/03/05,L2,5.2447424897528006,21.423052412553005,8.398443863356682,59077.52974580738,2,14948.95851694731,Active,185392.768379179
EV-0112,Chennai,2022/02/27,L2,7.8967274150831885,16.75569264161341,8.437231097547041,41127.099825237136,3,-1446.4065023528365,Active,0.0
EV-0113,Bangalore,2022/08/23,DCFC,13.020272800388565,22.54720113508495,6.487724407258925,44502.0622638939,6,37014.454222800494,Active,1443205.394263972
EV-0114,Kochi,02-02-2022,L2,6.312587622902381,17.93579995992543,7.100625872845346,69661.4079104503,2,21017.21269625645,Active,174659.85340804642
EV-0115,Coimbatore,2022/11/20,L2,3.3531708768424733,16.063784056901355,8.006464187197597,35140.48414678979,2,17938.724087760987,Active,192624.42085573112
EV-0116,Coimbatore,2023/02/15,DCFC,3.977104276625925,19.807003904111724,7.442645016344612,35117.783169601695,2,17728.48883128719,Active,1430010.9805591335
EV-0117,Chennai,2022/10/02,L2,7.191772609762461,17.74535697976348,9.704454550394157,77072.51548465996,4,11984.670461035432,Active,221628.6053881931
EV-0118,Hyderabad,2022/03/09,DCFC,8.33035140871279,22.5516141838225,6.77167760491911,47816.64952195425,5,11495.65275558695,Active,1560174.2656370779
EV-0119,Chennai,2022/08/05,L2,3.725886238698107,17.634198362429707,7.0907398967671496,68698.18389846601,3,15707.040765025171,Active,205308.60079136895
EV-0120,Hyderabad,2023/08/04,,32.69962586321993,19.128897834703924,8.290544259479747,26019.457072565983,3,15833.870525791448,Active,1223394.8428229971
EV-0121,Coimbatore,2024/01/06,L2,6.835462935444299,15.648813369043793,7.37210666221671,,2,10751.175654835768,Active,217111.71814304928
EV-0122,Chennai,2022/11/19,DCFC,41.325404806173275,20.12582848979494,5.108167401049793,36305.83226632368,7,27774.724979605802,Active,1769510.330683661
EV-0123,Madurai,2022/08/06,DCFC,2.440106978097397,16.94521984828219,9.934681229413817,42778.08835200967,2,13613.510557514404,Under Maintenance,1409208.77339098
EV-0124,Kochi,2023/11/03,L2,6.9039075335999724,19.8866493806652,6.925694613773513,28950.70105020332,3,20636.60367856439,Active,295921.9292205322
EV-0125,Bangalore,2023/05/27,L2,5.004080474424454,17.643309520588275,8.560892722681805,55539.447146449995,3,14722.95744105326,Active,216492.17646401003
EV-0126,Hyderabad,10-02-2023,DCFC,10.602616574322395,14.4061306265544,6.7466088287758454,56518.91252985173,2,14280.398849820665,Active,0.0
EV-0127,Madurai,2023/10/21,L2,7.12299635683914,18.762380180687767,7.13696509291701,36527.85683242194,1,10313.017752470096,Active,170198.83899362778
EV-0128,Bangalore,2023/04/15,L2,7.553683624689757,18.67285703415687,6.377066997318762,37721.01950913797,1,10860.70132440683,Active,265082.392975902
EV-0129,Kochi,2022/05/27,L2,7.618398255476527,20.262143147245226,7.25880659973692,39698.27849222658,4,21588.821825388004,Active,242645.70758153172
EV-0130, BANGALORE ,2022/09/29,L2,3.465181548368589,21.61200114367841,7.355718182551451,32526.713016604383,1,16344.818734944896,Active,273009.6179315056
EV-0131, BANGALORE ,2022/05/23,dcfc,20.447446018988714,22.324818819833595,7.867434322655103,6566.634500331238,5,25419.76785391979,Active,1455372.9374512893
EV-0132,Kochi,10-09-2022,L2,2.4427218813720666,20.228308426941773,7.627431157623551,48724.39540782702,2,23003.234784415614,Active,294425.4949864209
EV-0133,Madurai,2024/02/02,L2,8.489257854249356,19.057238384131836,6.5584801730361715,43543.434609485346,1,8412.056898288785,Active,244039.77463947865
EV-0134,Madurai ,29-07-2023,L2,8.046659843701622,15.64533282096907,7.476100171656073,45077.812327601394,6,18356.278585206954,Under Maintenance,267690.6188016702
EV-0135,Kochi,2023/07/06,L2,5.3074940502176,18.904041873980013,9.447010666774807,34822.94718486842,2,7060.545676534258,Under Maintenance,281637.2658800051
EV-0136,Kochi,27-09-2022,L2,8.166125791783474,18.929880339877865,9.328390545411812,62157.46248725401,4,12811.74028973314,Active,257187.520681569
EV-0137,Coimbatore,2024/02/04,L2,5.706067002940655,18.102719480687945,8.45568702891469,86380.87384125622,4,9274.56487645732,Under Maintenance,228635.49848447405
EV-0138,Madurai,22-08-2023,DCFC,33.54637307058913,19.765935301201615,8.663099246740174,37488.72715968267,7,19292.952729661003,Active,1291888.8501982545
EV-0139,Bangalore,15-03-2023,L2,7.673897923382318,20.743811421964267,10.060822801135346,70995.44208458523,2,5551.36823970188,Active,278173.8920093504
EV-0140,Chennai,2023/08/21,L2,3.983597522280245,16.863192138942633,8.571247659588497,55499.74718220941,8,13849.577443236023,Active,222086.73790330175
EV-0141,Coimbatore,2023/02/13,dcfc,5.939362103106076,16.832031291601066,8.644189860537551,50531.29837673651,3,9206.149034008113,Active,1472537.4346243208
EV-0142,Coimbatore,2023/01/06,L2,5.014558128175106,18.221415976446742,6.435416973886458,44838.15895155753,4,10725.958136979942,Active,161883.98068213798
EV-0143,Hyderabad,13-08-2022,DCFC,5.660051226067638,17.269541618584153,6.887369438761861,48751.746946490115,4,11496.444179062131,Active,1616687.8451720357
EV-0144,Kochi,2022/05/22,l2,7.5818214978254606,15.217493595280274,7.967309682998797,67243.86034547939,5,21595.52268749316,Active,254723.64660297678
EV-0145,Bangalore,2023/06/06,L2,5.014084069134484,16.506814527354095,7.192557774925753,32928.78558565232,1,13323.852749842345,Active,237610.7864900655
EV-0146,Chennai,21-05-2023,l2,6.019190217319089,16.03535770592512,7.002044712976828,45874.89903272823,3,23636.628480074512,Active,217283.22840685575
EV-0147,Hyderabad,2022/04/04,L2,5.242136870246046,20.916901016036306,7.117540951767752,68735.00311733755,2,24682.93163423267,Active,183514.0975124504
EV-0148,Kochi,13-02-2024,DCFC,10.109991663936365,21.905654012018555,6.576429357818872,64755.72040291996,1,25568.419343117763,Active,1737833.9328516158
EV-0149,Hyderabad,2022/02/18,L2,7.356530995534725,16.309133085410828,7.208615513917948,33161.21091574635,2,14706.16539523928,Active,255093.65372434515
EV-0150,Madurai,2022/04/23,L2,7.050174082416799,19.592147026274223,8.3394355548109,47261.12183328432,3,16051.785696856807,Active,183628.60482590983
EV-0151,Kochi,06-06-2022,L2,8.20854626155856,20.2470328489395,9.796323926484686,60920.11771751041,7,,Active,243258.99229633226
EV-0152,Kochi,2023/10/05,l2,5.014663558062784,15.515462426680273,8.796982182713618,59951.42178981645,4,,Active,238460.64188343048
EV-0153,Bangalore,13-06-2022,DCFC,,18.821957894358,8.636155485039435,64627.017818649314,3,25682.776941314638,Active,1250071.269442676
EV-0154,Kochi,28-11-2023,L2,7.365444364581854,23.567032330693053,6.376466615601594,,1,10324.018964316763,Active,159117.2763727005
EV-0155,Hyderabad,2023/03/09,L2,2.5977727431148363,19.854293732715263,8.119296705022018,58279.29721993676,1,5622.621186011775,Offline,166218.39109440922
EV-0156,Kochi,2023/09/03,L2,2.929922917248088,18.009398917334938,7.93304009670286,55141.94632890738,4,18570.672997108068,Active,225912.51984686355
EV-0157,Bangalore,2022/03/07,L2,5.069257368039835,17.379626949563583,8.290741096951178,,6,13251.133476417483,Active,229066.47380304517
EV-0158,Bangalore,2023/01/30,DCFC,5.755470768606735,14.45507683055821,7.639312530522541,,8,15174.81121470853,Active,1408181.399022011
EV-0159,Madurai,2023/01/26,L2,43.84849040782741,19.440947312233465,9.662076741014669,50722.86744417826,0,10748.868486653779,Active,273878.3131289178
EV-0160,Hyderabad,03-09-2023,DCFC,3.96565502146034,22.39563357450863,8.052775516297823,34775.46751523436,8,22575.60910382699,Active,0.0
EV-0161,Coimbatore,2023/04/25,L2,6.255692367322703,16.872912491204158,8.150223354936873,31819.673497933814,3,17320.56395461048,Active,201996.5619960793
EV-0162,Coimbatore,2023/06/26,L2,10.02927343982864,14.628830640965877,6.03755977515315,54874.35051587571,4,7388.464087681573,Active,197828.06559223137
EV-0163,Madurai ,15-09-2022,dcfc,6.376557741109537,17.17155163729355,7.893324318055679,,2,9065.067937060718,Active,1507369.63793167
EV-0164,Madurai,2023/07/21,L2,,20.263199491956417,9.149259350030635,,2,13540.601970914902,Active,179509.92996422705
EV-0165,Chennai,12-01-2022,L2,7.470606619463361,17.64299999035583,8.555575608141035,74266.23965786313,2,17382.04679171016,Active,174062.6558148914
EV-0166,Kochi,2023/11/28,dcfc,4.758950517693491,16.859063814173822,5.844409060256892,,0,11027.143108135753,Active,1639706.9620727648
EV-0167,Kochi,09-01-2024,L2,8.608535773489999,18.53830983011572,7.550324926853776,83360.6716803245,6,14135.26662577336,Under Maintenance,243753.38214779453
EV-0168,Hyderabad,2022/04/28,,7.73803238281028,18.95940149433571,9.731899467363004,74564.78762598682,4,15572.755941150883,Offline,1632908.4386072487
EV-0169,Hyderabad,30-11-2023,L2,6.597163905121409,15.723219718456612,7.849359279718476,86045.27287678234,3,15676.342045513378,Active,199646.80406822695
EV-0170,Hyderabad,2023/07/04,DCFC,6.885789579083966,18.065432606126354,8.322415982711128,56547.94501718842,3,3024.318905003718,Active,1673454.090957848
EV-0171,Hyderabad,08-02-2024,DCFC,11.604364776407131,17.505464772155324,9.619009287287302,36454.691260331245,1,16108.206859015323,Offline,1404643.2957420414
EV-0172,Hyderabad,2022/10/01,L2,8.85578052566967,17.218191301503836,7.845385858453094,34994.111457717794,5,6335.701785298255,Active,242877.56677767765
EV-0173,Madurai,2024/02/27,DCFC,11.998816577903334,16.465926661217104,8.791029859957904,70944.9591116228,3,13568.007592495218,Active,1727508.843534945
EV-0174, BANGALORE ,19-10-2023,L2,7.830075483231131,20.382515709589594,8.41139587715836,50774.3975421563,4,12492.924765457508,Active,281592.034702705
EV-0175,Bangalore,2022/12/15,DCFC,5.077388507981903,17.211226142403945,8.625148863510391,51891.97273769024,4,14409.503255998607,Under Maintenance,1371093.7732450108
EV-0176,Coimbatore,25-04-2022,L2,5.844565742840398,14.510109428373429,8.37921565683347,,0,19215.836020006078,Offline,154855.28010082804
EV-0177,Hyderabad,2022/10/28,L2,2.249487813629834,19.028595643950865,7.452370121485213,43562.39090526076,1,9380.120700516223,Active,163256.7368941356
EV-0178,Chennai,22-03-2023,,7.820757586667296,19.950398945346368,7.55220244857733,55756.38934665388,1,12385.315553062675,Active,276846.46805794805
EV-0179,Madurai,2022/06/11,L2,8.363510493363504,16.907967869568246,7.145423819631675,34171.64764813945,4,19393.670865015953,Active,247684.42794984917
EV-0180,Chennai,2023/04/10,L2,4.285210010101802,17.380674620432067,6.3602908811297105,,0,12242.497970051698,Active,293661.69496758754
EV-0181,Chennai,2022/01/04,DCFC,8.74963629158916,17.201892559143253,9.244529910676643,72666.20292702694,4,16811.17506985931,Active,1617691.8855240345
